Student_ID,Name,Age,Gender,Caste,Area,State,Grade,Performance,Attendance_Percentage,Subjects_Failed,Learning_Disability/Support_Needed,Type_of_School,Dropout_Status
S543,Aarav Kumar,15,Female,ST,Semi-urban,Gujarat,5,Good,79.47,5,Yes,Government,0
S544,Krishna Kumar,12,Female,SC,Semi-urban,Maharashtra,2,Excellent,55.56,3,Yes,Aided,0
S545,Aditya Patel,11,Male,SC,Rural,Gujarat,11,Average,84.87,3,No,Government,0
S546,Aditya Singh,18,Female,OBC,Semi-urban,Kerala,8,Poor,67.22,2,No,Aided,0
S547,Vivaan Singh,11,Female,SC,Urban,Tamil Nadu,7,Good,93.51,2,Yes,Government,0
S548,Ananya Sharma,12,Female,SC,Rural,Bihar,1,Poor,73.21,1,No,Aided,0
S549,Myra Sharma,17,Female,ST,Urban,Tamil Nadu,10,Good,59.79,2,No,Private,0
S550,Ira Kumar,18,Female,OBC,Rural,Bihar,1,Good,56.09,3,No,Aided,1
S551,Arjun Singh,8,Female,General,Rural,Rajasthan,7,Average,81.27,2,Yes,Aided,1
S552,Arjun Kumar,14,Female,General,Semi-urban,Maharashtra,7,Average,43.43,4,No,Government,0
S553,Vihaan Singh,16,Male,General,Urban,Rajasthan,9,Poor,90.25,5,No,Private,1
S554,Aryan Reddy,8,Male,OBC,Rural,Bihar,1,Poor,89.73,5,Yes,Government,0
S555,Vivaan Das,18,Male,General,Urban,Gujarat,12,Excellent,46.57,5,No,Government,1
S556,Ira Sharma,14,Male,OBC,Urban,Tamil Nadu,7,Excellent,80.59,4,Yes,Government,0
S557,Myra Kumar,10,Female,OBC,Urban,Tamil Nadu,11,Good,78.69,2,No,Private,1
S558,Sai Reddy,18,Male,General,Semi-urban,Uttar Pradesh,2,Average,90.19,4,Yes,Private,1
S559,Saanvi Reddy,10,Female,SC,Rural,Maharashtra,1,Average,41.43,1,Yes,Aided,1
S560,Vivaan Sharma,8,Male,General,Urban,Kerala,9,Average,89.17,3,No,Government,0
S561,Aryan Kumar,10,Female,ST,Rural,Maharashtra,5,Excellent,94.47,0,No,Private,1
S562,Ishaan Sharma,16,Male,General,Urban,Maharashtra,8,Good,86.11,0,No,Aided,0
S563,Ishaan Das,13,Male,General,Urban,Bihar,4,Excellent,87.75,0,No,Aided,1
S564,Saanvi Reddy,14,Female,ST,Rural,Gujarat,1,Average,81.99,1,No,Government,0
S565,Ishaan Sharma,7,Male,OBC,Rural,Maharashtra,10,Good,82.3,0,No,Private,0
S566,Vihaan Kumar,15,Male,ST,Rural,Rajasthan,10,Poor,97.41,4,No,Private,0
S567,Aadhya Das,7,Female,OBC,Semi-urban,Rajasthan,12,Average,76.38,0,Yes,Private,1
S568,Ishaan Sharma,17,Female,General,Urban,Gujarat,9,Average,73.74,3,Yes,Aided,0
S569,Aditya Kumar,14,Male,ST,Rural,Tamil Nadu,9,Excellent,62.47,3,No,Private,0
S570,Ishaan Patel,10,Male,ST,Urban,Karnataka,4,Excellent,98.75,1,No,Aided,0
S571,Ishaan Sharma,13,Male,ST,Rural,Rajasthan,12,Poor,86.77,0,No,Aided,0
S572,Myra Reddy,8,Male,ST,Urban,Uttar Pradesh,8,Excellent,67.53,4,No,Private,1
S573,Vihaan Singh,15,Female,SC,Rural,Gujarat,12,Average,73.63,2,No,Private,0
S574,Diya Kumar,14,Female,SC,Semi-urban,Kerala,6,Excellent,54.17,4,Yes,Private,0
S575,Anika Das,8,Female,General,Rural,Karnataka,9,Poor,57.78,4,Yes,Aided,0
S576,Krishna Kumar,10,Female,ST,Semi-urban,Kerala,4,Good,73.37,0,Yes,Aided,1
S577,Saanvi Sharma,10,Female,ST,Urban,Tamil Nadu,3,Good,49.55,0,No,Private,1
S578,Aditya Das,13,Female,OBC,Urban,Maharashtra,2,Excellent,69.38,3,No,Private,1
S579,Ananya Reddy,10,Male,General,Rural,Gujarat,1,Poor,89.12,2,Yes,Private,0
S580,Aadhya Das,15,Female,ST,Urban,Maharashtra,9,Excellent,68.17,5,No,Private,0
S581,Diya Das,9,Female,SC,Rural,Kerala,8,Poor,67.2,2,No,Government,1
S582,Arjun Patel,9,Male,General,Rural,Rajasthan,10,Poor,45.74,2,Yes,Aided,0
S583,Kavya Reddy,12,Male,ST,Semi-urban,Maharashtra,2,Average,88.92,4,No,Private,1
S584,Riya Kumar,17,Male,SC,Urban,Tamil Nadu,1,Average,49.28,2,No,Private,0
S585,Rohan Reddy,11,Male,OBC,Rural,Uttar Pradesh,12,Average,90.66,0,Yes,Government,1
S586,Diya Singh,14,Female,SC,Urban,Tamil Nadu,12,Average,90.36,0,Yes,Government,0
S587,Aarav Patel,17,Male,General,Urban,Kerala,3,Excellent,57.25,1,No,Aided,1
S588,Ishaan Singh,17,Female,SC,Urban,Tamil Nadu,1,Poor,86.86,0,Yes,Aided,0
S589,Arjun Kumar,17,Female,ST,Rural,Bihar,12,Good,95.03,5,Yes,Government,1
S590,Sai Singh,6,Male,OBC,Urban,Uttar Pradesh,1,Excellent,51.67,4,Yes,Private,0
S591,Saanvi Reddy,10,Female,OBC,Urban,Maharashtra,12,Average,87.57,1,Yes,Aided,1
S592,Ananya Kumar,14,Female,General,Urban,Bihar,9,Average,63.69,2,No,Government,1
S593,Aarav Sharma,11,Female,ST,Semi-urban,Bihar,7,Good,68.66,0,No,Government,0
S594,Ira Das,7,Female,OBC,Rural,Karnataka,3,Poor,66.15,0,No,Government,0
S595,Ishaan Singh,14,Female,SC,Rural,Karnataka,1,Good,56.81,2,Yes,Private,0
S596,Krishna Reddy,18,Female,OBC,Urban,Tamil Nadu,8,Good,45.76,2,No,Aided,0
S597,Aryan Singh,7,Female,General,Rural,Kerala,12,Good,80.83,5,Yes,Private,1
S598,Sai Kumar,7,Male,SC,Semi-urban,Maharashtra,6,Average,95.59,2,No,Private,1
S599,Vivaan Reddy,13,Female,ST,Rural,Karnataka,9,Good,40.89,3,No,Government,1
S600,Kavya Das,18,Female,SC,Semi-urban,Gujarat,2,Excellent,71.01,3,No,Aided,0
S601,Saanvi Kumar,7,Female,SC,Rural,Tamil Nadu,10,Excellent,91.44,5,Yes,Aided,0
S602,Riya Sharma,14,Female,OBC,Urban,Maharashtra,1,Excellent,72.79,5,Yes,Aided,1
S603,Vivaan Reddy,14,Male,SC,Urban,West Bengal,7,Good,66.43,5,No,Government,1
S604,Sai Das,15,Male,ST,Urban,West Bengal,6,Excellent,62.83,2,No,Aided,0
S605,Ananya Singh,9,Female,OBC,Semi-urban,Uttar Pradesh,2,Poor,58.6,5,Yes,Aided,0
S606,Sai Mehta,13,Female,General,Rural,Tamil Nadu,5,Excellent,75.22,3,No,Aided,0
S607,Aditya Sharma,15,Female,ST,Rural,West Bengal,1,Good,41.91,4,No,Aided,0
S608,Vivaan Patel,10,Male,OBC,Urban,Madhya Pradesh,4,Good,42.74,1,Yes,Government,0
S609,Ishaan Gupta,8,Male,ST,Semi-urban,Punjab,11,Good,86.22,4,Yes,Private,1
S610,Riya Patel,10,Male,ST,Urban,West Bengal,4,Average,85.97,2,No,Aided,0
S611,Riya Kumar,9,Male,ST,Rural,Karnataka,6,Poor,94.62,0,No,Aided,0
S612,Myra Reddy,14,Male,OBC,Semi-urban,Karnataka,7,Good,82.63,0,Yes,Government,0
S613,Sai Kumar,15,Male,General,Semi-urban,Bihar,8,Good,82.07,0,Yes,Aided,1
S614,Krishna Das,15,Female,General,Rural,Tamil Nadu,3,Good,54.23,2,No,Private,1
S615,Saanvi Das,17,Male,ST,Semi-urban,Maharashtra,12,Good,84.59,4,No,Aided,1
S616,Vivaan Reddy,11,Male,General,Semi-urban,Tamil Nadu,8,Good,86.64,2,No,Private,1
S617,Reyansh Singh,15,Female,OBC,Urban,Uttar Pradesh,10,Average,94.98,3,No,Government,1
S618,Myra Singh,13,Female,General,Rural,Madhya Pradesh,9,Average,60.57,2,Yes,Private,1
S619,Aadhya Nair,18,Male,ST,Rural,Punjab,10,Excellent,72.11,0,No,Government,0
S620,Vihaan Sharma,18,Female,SC,Semi-urban,Uttar Pradesh,6,Excellent,46.49,5,No,Private,1
S621,Aditya Patel,16,Female,ST,Urban,Gujarat,7,Poor,55.44,5,No,Private,0
S622,Riya Reddy,9,Female,General,Semi-urban,Gujarat,10,Good,85.56,0,Yes,Private,0
S623,Riya Das,9,Female,OBC,Rural,West Bengal,10,Excellent,85.14,1,No,Private,1
S624,Riya Gupta,8,Male,OBC,Urban,Punjab,11,Poor,57.64,3,Yes,Private,0
S625,Reyansh Kumar,13,Female,SC,Semi-urban,West Bengal,4,Excellent,42.23,2,Yes,Private,1
S626,Ishaan Das,8,Male,OBC,Rural,Uttar Pradesh,2,Poor,83.92,1,No,Private,1
S627,Arjun Patel,15,Male,OBC,Rural,Madhya Pradesh,6,Excellent,53.47,3,No,Aided,1
S628,Vihaan Sharma,16,Male,OBC,Rural,Bihar,1,Poor,65.9,0,Yes,Government,0
S629,Sara Gupta,11,Male,OBC,Urban,Punjab,9,Poor,54.76,1,Yes,Aided,0
S630,Anika Gupta,14,Female,ST,Rural,Uttar Pradesh,10,Average,43.8,2,Yes,Aided,1
S631,Ananya Das,13,Female,SC,Rural,Karnataka,4,Average,97.55,1,Yes,Private,0
S632,Diya Das,14,Female,General,Semi-urban,Rajasthan,1,Good,81.96,2,No,Private,1
S633,Ananya Reddy,10,Female,OBC,Urban,Uttar Pradesh,12,Average,57.8,1,No,Aided,0
S634,Arjun Patel,12,Male,ST,Rural,Madhya Pradesh,12,Good,91.11,1,No,Private,1
S635,Anika Patel,18,Male,General,Rural,Gujarat,3,Average,42.77,5,Yes,Aided,0
S636,Aditya Singh,6,Female,SC,Semi-urban,Karnataka,1,Excellent,86.49,3,Yes,Government,0
S637,Aarav Patel,8,Female,OBC,Urban,Madhya Pradesh,7,Excellent,74.37,3,No,Private,0
S638,Navya Kumar,11,Male,OBC,Semi-urban,Karnataka,7,Good,84.18,0,Yes,Aided,1
S639,Vihaan Patel,8,Female,General,Urban,Uttar Pradesh,7,Poor,75.4,5,No,Government,0
S640,Vihaan Kumar,8,Male,ST,Semi-urban,Bihar,6,Good,97.75,4,No,Government,0
S641,Krishna Gupta,9,Female,General,Rural,Maharashtra,3,Average,66.51,5,No,Private,1
S642,Navya Sharma,17,Female,SC,Semi-urban,Karnataka,10,Poor,92.71,2,Yes,Aided,0
S643,Ishaan Kumar,17,Female,General,Urban,Punjab,2,Good,48.54,4,Yes,Private,0
S644,Navya Reddy,16,Female,SC,Urban,Tamil Nadu,7,Average,75.71,2,Yes,Private,1
S645,Anika Gupta,18,Female,OBC,Rural,Rajasthan,1,Excellent,53.56,1,No,Private,0
S646,Ishaan Das,18,Female,General,Urban,Bihar,10,Excellent,46.61,1,Yes,Government,0
S647,Aarav Kumar,16,Female,SC,Urban,Karnataka,4,Average,62.66,5,Yes,Government,0
S648,Saanvi Mehta,10,Male,General,Urban,Uttar Pradesh,12,Excellent,80.33,3,Yes,Private,0
S649,Navya Mehta,6,Male,OBC,Rural,Tamil Nadu,5,Poor,94.85,5,No,Aided,0
S650,Reyansh Sharma,16,Female,SC,Rural,Bihar,4,Poor,68.22,3,No,Private,1
S651,Reyansh Mehta,15,Male,OBC,Urban,Maharashtra,2,Average,56.23,5,Yes,Aided,0
S652,Vihaan Patel,6,Female,SC,Semi-urban,West Bengal,12,Excellent,87.78,0,No,Government,0
S653,Aadhya Reddy,8,Female,OBC,Rural,Uttar Pradesh,2,Good,60.87,5,Yes,Government,1
S654,Anika Reddy,16,Female,General,Semi-urban,Punjab,1,Excellent,84.09,0,No,Aided,1
S655,Krishna Reddy,14,Female,General,Rural,Tamil Nadu,1,Excellent,80.52,2,No,Government,0
S656,Ira Singh,7,Male,ST,Semi-urban,Uttar Pradesh,11,Good,57.42,2,No,Private,0
S657,Aarav Reddy,13,Female,ST,Rural,Madhya Pradesh,6,Average,42.04,5,Yes,Private,1
S658,Sara Gupta,14,Male,General,Urban,Karnataka,6,Good,69.92,4,Yes,Private,0
S659,Aarav Nair,8,Female,General,Semi-urban,Maharashtra,12,Average,60.48,0,Yes,Government,1
S660,Shaurya Singh,17,Female,SC,Urban,Maharashtra,1,Excellent,58.01,4,Yes,Private,0
S661,Sai Gupta,18,Male,SC,Rural,Maharashtra,8,Poor,51.67,3,No,Aided,1
S662,Ishaan Sharma,12,Female,ST,Rural,West Bengal,10,Average,50.7,2,Yes,Government,0
S663,Ishaan Singh,8,Male,General,Semi-urban,Punjab,12,Good,67.19,1,Yes,Aided,1
S664,Ira Kumar,16,Female,General,Semi-urban,Maharashtra,1,Poor,44.12,1,Yes,Government,1
S665,Vivaan Reddy,7,Male,SC,Urban,Maharashtra,2,Poor,68.89,1,Yes,Aided,0
S666,Shaurya Das,18,Female,ST,Semi-urban,West Bengal,12,Good,92.97,4,Yes,Aided,1
S667,Aarav Reddy,15,Female,OBC,Rural,Gujarat,4,Excellent,52.99,2,No,Aided,0
S668,Reyansh Sharma,11,Female,General,Rural,Karnataka,8,Average,60.44,2,No,Aided,0
S669,Aarav Kumar,13,Female,SC,Semi-urban,West Bengal,5,Excellent,59.13,4,No,Government,1
S670,Reyansh Das,12,Female,SC,Rural,Maharashtra,12,Good,82.25,4,No,Aided,0
S671,Ira Das,18,Female,OBC,Rural,West Bengal,10,Poor,46.83,1,Yes,Government,0
S672,Shaurya Singh,9,Male,SC,Urban,Rajasthan,7,Good,90.91,2,Yes,Government,1
S673,Aadhya Nair,11,Female,OBC,Rural,Rajasthan,7,Good,89.64,4,No,Private,0
S674,Sai Nair,18,Female,General,Semi-urban,Karnataka,7,Poor,77.01,4,Yes,Government,0
S675,Ananya Patel,14,Male,OBC,Semi-urban,Rajasthan,10,Good,78.23,2,No,Private,0
S676,Aditya Das,15,Female,ST,Semi-urban,Maharashtra,11,Excellent,61.93,0,No,Government,0
S677,Aditya Singh,7,Male,General,Rural,West Bengal,5,Excellent,81.64,0,Yes,Aided,1
S678,Aarav Reddy,10,Female,OBC,Urban,West Bengal,5,Poor,59.88,5,Yes,Private,1
S679,Arjun Kumar,8,Male,OBC,Rural,West Bengal,1,Good,67.69,5,No,Private,1
S680,Navya Patel,8,Male,OBC,Rural,Madhya Pradesh,12,Average,75.9,1,Yes,Private,1
S681,Saanvi Singh,8,Female,OBC,Semi-urban,Maharashtra,6,Excellent,86.2,2,No,Private,0
S682,Saanvi Das,15,Female,OBC,Rural,Karnataka,3,Average,46.21,4,No,Private,1
S683,Sara Das,9,Female,ST,Rural,Rajasthan,4,Average,45.41,4,Yes,Aided,1
S684,Anika Kumar,13,Female,OBC,Rural,Maharashtra,7,Poor,90.41,1,No,Private,0
S685,Arjun Mehta,17,Male,OBC,Semi-urban,Punjab,5,Poor,62.06,4,No,Government,1
S686,Navya Mehta,7,Female,General,Semi-urban,Maharashtra,5,Excellent,50.54,5,No,Private,1
S687,Myra Singh,13,Female,SC,Semi-urban,Bihar,1,Poor,96.47,0,No,Aided,1
S688,Aarav Gupta,11,Female,ST,Urban,Tamil Nadu,8,Good,56.49,2,Yes,Private,0
S689,Shaurya Kumar,14,Female,General,Rural,Maharashtra,6,Excellent,69.5,0,Yes,Private,1
S690,Shaurya Nair,16,Female,SC,Semi-urban,Gujarat,8,Good,98.61,0,No,Government,1
S691,Myra Mehta,6,Male,ST,Urban,West Bengal,3,Good,60.5,0,No,Aided,1
S692,Arjun Sharma,13,Female,General,Urban,Rajasthan,1,Good,47.19,5,No,Private,0
S693,Shaurya Das,6,Female,SC,Urban,Tamil Nadu,10,Average,88.42,0,Yes,Private,1
S694,Aadhya Kumar,17,Female,General,Semi-urban,Uttar Pradesh,9,Average,48.17,5,Yes,Aided,0
S695,Aarav Gupta,11,Female,ST,Rural,Punjab,7,Average,68.63,5,No,Aided,0
S696,Aarav Mehta,10,Male,ST,Urban,Rajasthan,5,Average,50.2,0,Yes,Aided,0
S697,Aadhya Nair,9,Female,General,Rural,Punjab,1,Excellent,57.97,3,No,Government,1
S698,Myra Das,17,Male,ST,Urban,Bihar,8,Excellent,56.24,2,No,Aided,1
S699,Ananya Das,14,Male,ST,Rural,Gujarat,11,Excellent,99.64,4,No,Aided,1
S700,Ananya Mehta,16,Female,SC,Rural,Rajasthan,7,Good,53.74,2,Yes,Aided,0
S701,Ishaan Reddy,11,Male,OBC,Urban,Karnataka,5,Poor,51.1,5,No,Aided,1
S702,Reyansh Kumar,17,Female,ST,Rural,Tamil Nadu,3,Average,86.04,3,No,Private,1
S703,Riya Reddy,10,Female,SC,Semi-urban,Punjab,2,Excellent,42.95,0,No,Government,0
S704,Sara Das,17,Male,ST,Urban,Tamil Nadu,7,Poor,66.63,1,Yes,Aided,0
S705,Riya Kumar,15,Male,ST,Semi-urban,Bihar,10,Poor,87.86,4,Yes,Aided,1
S706,Vihaan Das,15,Female,OBC,Urban,Madhya Pradesh,11,Average,47.83,4,No,Government,1
S707,Sai Singh,9,Male,ST,Urban,West Bengal,9,Good,46.41,0,No,Private,0
S708,Vihaan Das,8,Male,ST,Semi-urban,Gujarat,3,Poor,72.45,3,No,Government,1
S709,Vivaan Kumar,17,Female,OBC,Rural,Bihar,9,Poor,56.05,4,Yes,Government,0
S710,Reyansh Das,6,Male,SC,Semi-urban,West Bengal,12,Poor,83.08,0,No,Aided,0
S711,Vivaan Gupta,10,Female,SC,Urban,Rajasthan,3,Good,79.66,0,Yes,Government,1
S712,Reyansh Mehta,16,Male,General,Urban,Madhya Pradesh,9,Average,59.92,5,No,Government,1
S713,Myra Gupta,16,Female,SC,Urban,Karnataka,5,Good,47.28,0,Yes,Government,1
S714,Krishna Sharma,8,Male,OBC,Urban,Bihar,11,Poor,79.01,3,No,Government,1
S715,Myra Mehta,17,Female,OBC,Rural,Madhya Pradesh,5,Poor,42.6,1,No,Government,1
S716,Ananya Gupta,10,Female,ST,Rural,Maharashtra,7,Average,48.94,2,No,Private,1
S717,Saanvi Mehta,9,Male,SC,Semi-urban,Rajasthan,5,Poor,51.58,5,No,Government,0
S718,Aarav Das,12,Female,OBC,Rural,Rajasthan,7,Excellent,46.1,5,No,Private,0
S719,Sara Gupta,11,Female,SC,Semi-urban,Karnataka,5,Excellent,95.7,1,No,Government,1
S720,Diya Singh,18,Male,SC,Urban,West Bengal,12,Excellent,50.64,2,No,Private,1
S721,Navya Patel,14,Female,General,Semi-urban,Madhya Pradesh,9,Poor,43.25,5,Yes,Government,0
S722,Vivaan Das,13,Female,OBC,Urban,West Bengal,3,Average,77.13,0,No,Private,0
S723,Aditya Nair,9,Female,SC,Urban,Karnataka,2,Average,97.75,0,Yes,Private,0
S724,Sai Nair,7,Female,ST,Urban,Tamil Nadu,7,Good,91.8,0,No,Aided,0
S725,Shaurya Sharma,12,Female,SC,Semi-urban,Punjab,5,Good,94.34,1,No,Aided,1
S726,Sara Gupta,13,Female,General,Urban,Gujarat,3,Good,84.11,3,Yes,Private,0
S727,Aarav Das,13,Male,ST,Urban,Bihar,7,Good,98.56,4,No,Aided,1
S728,Sai Singh,14,Male,General,Urban,West Bengal,2,Excellent,53.98,4,No,Aided,1
S729,Aarav Singh,8,Male,General,Rural,Uttar Pradesh,12,Excellent,58.25,5,No,Private,0
S730,Navya Reddy,14,Male,General,Urban,Tamil Nadu,6,Average,67.23,2,No,Government,0
S731,Reyansh Singh,7,Male,ST,Urban,Gujarat,9,Excellent,57.35,0,Yes,Aided,0
S732,Vihaan Sharma,11,Female,General,Semi-urban,Rajasthan,5,Good,91.34,4,No,Government,0
S733,Aarav Reddy,13,Female,ST,Urban,Punjab,12,Average,66.39,1,No,Aided,1
S734,Myra Patel,12,Male,OBC,Rural,Rajasthan,9,Poor,97.35,5,Yes,Private,1
S735,Anika Mehta,15,Male,OBC,Semi-urban,Gujarat,6,Excellent,68.84,5,Yes,Government,1
S736,Diya Nair,12,Female,General,Urban,Madhya Pradesh,11,Excellent,96.04,1,No,Aided,1
S737,Reyansh Kumar,15,Female,SC,Urban,Karnataka,8,Poor,97.3,1,No,Private,0
S738,Ananya Sharma,11,Male,SC,Semi-urban,Maharashtra,9,Excellent,45.02,0,No,Private,1
S739,Sai Sharma,18,Female,General,Rural,Gujarat,1,Poor,73.41,3,Yes,Aided,1
S740,Krishna Gupta,17,Female,SC,Urban,Uttar Pradesh,9,Excellent,50.3,5,No,Aided,0
S741,Aarav Das,6,Male,OBC,Urban,Madhya Pradesh,10,Excellent,46.46,2,Yes,Government,1
S742,Aadhya Nair,6,Female,General,Urban,Rajasthan,9,Good,87.48,4,Yes,Government,0
S743,Myra Mehta,9,Male,SC,Semi-urban,Maharashtra,9,Poor,73.33,0,No,Aided,0
S744,Navya Kumar,6,Female,SC,Urban,Gujarat,5,Excellent,85.17,1,No,Private,0
S745,Sara Das,13,Male,General,Urban,Rajasthan,8,Excellent,45.5,4,No,Private,1
S746,Ananya Sharma,10,Male,ST,Semi-urban,West Bengal,9,Poor,78.21,2,Yes,Private,0
S747,Sai Gupta,7,Male,OBC,Rural,Karnataka,9,Good,92.44,2,Yes,Aided,0
S748,Ananya Singh,15,Male,ST,Rural,Punjab,1,Good,52.77,2,No,Private,0
S749,Reyansh Das,15,Female,SC,Urban,Uttar Pradesh,1,Poor,87.91,3,Yes,Government,1
S750,Saanvi Singh,17,Male,ST,Semi-urban,Bihar,10,Good,76.05,2,No,Aided,1
S751,Ira Patel,13,Male,SC,Semi-urban,Punjab,3,Excellent,53.37,2,Yes,Private,1
S752,Shaurya Sharma,13,Female,ST,Rural,Gujarat,6,Good,74.63,3,Yes,Private,1
S753,Anika Patel,16,Female,OBC,Semi-urban,Karnataka,8,Average,48.45,3,No,Government,1
S754,Sara Kumar,16,Female,General,Semi-urban,Bihar,11,Good,71.78,3,No,Private,1
S755,Myra Reddy,18,Female,SC,Urban,Punjab,7,Excellent,87.36,2,Yes,Private,1
S756,Anika Reddy,11,Female,General,Urban,Maharashtra,11,Average,59.57,0,Yes,Private,0
S757,Riya Singh,11,Female,OBC,Urban,Uttar Pradesh,5,Good,41.86,1,Yes,Aided,1
S758,Aditya Sharma,6,Female,General,Rural,Punjab,5,Excellent,72.5,3,Yes,Aided,0
S759,Reyansh Sharma,15,Male,General,Semi-urban,Uttar Pradesh,11,Average,83.63,0,No,Private,0
S760,Aarav Singh,15,Male,SC,Semi-urban,West Bengal,1,Excellent,40.45,0,No,Aided,1
S761,Aditya Das,15,Male,General,Semi-urban,Maharashtra,7,Excellent,82.05,3,No,Private,0
S762,Ira Kumar,12,Male,SC,Rural,Gujarat,12,Excellent,45.21,5,No,Government,0
S763,Ananya Kumar,11,Male,OBC,Semi-urban,Rajasthan,1,Poor,95.11,5,Yes,Aided,0
S764,Saanvi Nair,11,Female,SC,Urban,Tamil Nadu,8,Average,40.91,3,Yes,Aided,1
S765,Myra Kumar,12,Female,General,Rural,Uttar Pradesh,10,Excellent,44.68,5,No,Private,1
S766,Arjun Das,8,Male,General,Urban,Gujarat,9,Excellent,54.96,1,No,Aided,0
S767,Sai Mehta,9,Female,OBC,Urban,Uttar Pradesh,1,Average,91.61,5,Yes,Aided,1
S768,Riya Reddy,13,Male,General,Rural,Uttar Pradesh,8,Poor,45.14,5,No,Aided,0
S769,Aarav Patel,18,Female,OBC,Urban,West Bengal,9,Average,55.73,1,No,Private,1
S770,Vihaan Reddy,16,Female,OBC,Rural,Punjab,4,Poor,95.85,0,Yes,Aided,0
S771,Shaurya Sharma,12,Female,SC,Urban,Gujarat,9,Average,56.1,2,Yes,Aided,0
S772,Aditya Mehta,15,Male,General,Semi-urban,Maharashtra,3,Poor,87.13,3,Yes,Government,1
S773,Ishaan Mehta,10,Female,ST,Urban,Gujarat,10,Excellent,84.66,5,No,Private,1
S774,Sai Singh,14,Male,ST,Semi-urban,West Bengal,2,Excellent,69.14,3,No,Aided,1
S775,Myra Patel,18,Male,SC,Urban,Maharashtra,8,Poor,66.98,1,No,Government,1
S776,Anika Patel,13,Female,OBC,Rural,Maharashtra,4,Poor,57.08,5,No,Private,0
S777,Aditya Patel,11,Male,ST,Semi-urban,Karnataka,5,Poor,49.16,4,No,Aided,1
S778,Riya Mehta,10,Female,SC,Urban,Karnataka,6,Poor,47.54,0,Yes,Government,1
S779,Riya Mehta,9,Female,SC,Rural,Madhya Pradesh,7,Poor,63.04,4,No,Private,1
S780,Riya Das,14,Male,General,Urban,West Bengal,6,Good,45.58,5,No,Government,1
S781,Navya Sharma,13,Female,ST,Urban,Rajasthan,6,Excellent,90.97,3,No,Government,0
S782,Ananya Sharma,11,Male,SC,Rural,Bihar,5,Average,79.75,0,Yes,Private,1
S783,Sara Patel,9,Male,SC,Semi-urban,Bihar,2,Excellent,44.34,5,Yes,Private,0
S784,Aarav Reddy,7,Female,General,Semi-urban,Bihar,12,Average,79.22,0,Yes,Aided,1
S785,Vihaan Nair,12,Female,SC,Urban,West Bengal,11,Poor,78.39,5,Yes,Private,0
S786,Shaurya Sharma,17,Male,OBC,Semi-urban,Punjab,10,Good,46.77,1,Yes,Government,0
S787,Shaurya Patel,13,Male,General,Semi-urban,Madhya Pradesh,2,Average,83.29,4,Yes,Aided,1
S788,Diya Patel,13,Male,SC,Semi-urban,Tamil Nadu,8,Poor,60.55,3,Yes,Private,1
S789,Ananya Patel,9,Male,OBC,Urban,Bihar,5,Good,55.73,5,No,Government,0
S790,Arjun Reddy,13,Female,General,Urban,Bihar,4,Poor,54.74,1,No,Government,1
S791,Diya Reddy,12,Male,General,Urban,Maharashtra,9,Poor,99.25,3,No,Aided,1
S792,Krishna Mehta,11,Male,OBC,Semi-urban,Gujarat,8,Poor,73.03,4,Yes,Private,1
S793,Aadhya Gupta,7,Female,ST,Rural,Uttar Pradesh,9,Excellent,78.45,2,No,Aided,1
S794,Ananya Sharma,18,Male,OBC,Semi-urban,Rajasthan,2,Poor,54.42,2,No,Government,0
S795,Reyansh Nair,15,Female,General,Semi-urban,Bihar,5,Poor,77.12,5,No,Government,1
S796,Diya Gupta,8,Male,OBC,Urban,Punjab,10,Excellent,79.98,1,Yes,Private,1
S797,Sara Das,18,Male,General,Urban,Rajasthan,1,Average,80.58,4,No,Aided,1
S798,Arjun Das,10,Male,OBC,Urban,Bihar,7,Poor,85.82,3,Yes,Aided,0
S799,Aadhya Nair,15,Male,ST,Semi-urban,Punjab,7,Excellent,91.7,5,No,Aided,0
S800,Ishaan Mehta,7,Male,ST,Semi-urban,Rajasthan,1,Average,70.66,1,No,Private,0
S801,Diya Singh,18,Male,SC,Urban,Bihar,7,Poor,85.75,4,Yes,Aided,1
S802,Reyansh Mehta,7,Male,OBC,Urban,Maharashtra,3,Poor,85.14,0,No,Aided,1
S803,Vihaan Singh,15,Female,OBC,Urban,Uttar Pradesh,2,Good,77.75,3,Yes,Aided,1
S804,Sai Singh,8,Female,OBC,Rural,West Bengal,11,Average,89.4,2,Yes,Government,1
S805,Anika Gupta,15,Male,OBC,Urban,Madhya Pradesh,7,Average,93.73,5,No,Aided,1
S806,Riya Das,14,Male,OBC,Rural,Rajasthan,5,Average,90.51,2,No,Aided,0
S807,Ishaan Reddy,6,Female,OBC,Urban,Karnataka,6,Poor,86.35,0,Yes,Government,1
S808,Aadhya Patel,12,Female,General,Semi-urban,Rajasthan,12,Average,90.46,4,Yes,Private,0
S809,Vivaan Kumar,16,Female,General,Semi-urban,Rajasthan,12,Poor,63.42,4,Yes,Government,0
S810,Arjun Nair,9,Male,SC,Rural,Karnataka,6,Excellent,94.34,1,No,Government,1
S811,Saanvi Singh,8,Female,SC,Urban,Tamil Nadu,12,Average,76.32,1,Yes,Government,0
S812,Ananya Gupta,15,Female,General,Rural,Tamil Nadu,8,Poor,69.72,5,Yes,Government,0
S813,Sai Singh,14,Male,ST,Rural,Karnataka,3,Average,79.21,4,No,Private,1
